	NO_OF_SUBJECTS	GRP_1	GRP_2	GRP_4	GRP_5	GRP_6	GRP_7	OPIOIDS	OTHER_DRUGS	CLUSTERS
3711	0.0041762831080338495	0.012307692307692308	0.0	0.0	0.02564102564102564	0.0	0.0	2	612	0
3732	0.003681723266292999	0.024615384615384615	0.0	0.0	0.0	0.019230769230769232	0.0	2	768	0
3741	0.0021980437410704474	0.003076923076923077	0.0	0.0	0.0	0.0	0.0	2	887	0
3759	0.0017034838993295967	0.003076923076923077	0.0	0.0	0.0	0.0	0.0	2	972	0
3766	0.002527750302231014	0.006153846153846154	0.0	0.0	0.0	0.0	0.0	2	886	0
3767	0.0014287284316957906	0.012307692307692308	0.0	0.0	0.02564102564102564	0.0	0.0	2	946	0
3769	0.003022310143971865	0.00923076923076923	0.01818181818181818	0.0	0.0	0.019230769230769232	0.0	2	911	0
3773	0.002692603582811298	0.00923076923076923	0.01818181818181818	0.2	0.02564102564102564	0.0	0.0	2	872	0
3774	0.0017584349928563578	0.00923076923076923	0.0	0.0	0.0	0.0	0.0	2	803	0
3777	0.002692603582811298	0.015384615384615385	0.01818181818181818	0.0	0.0	0.0	0.0	2	754	0
3778	0.0031322123310253873	0.003076923076923077	0.0	0.0	0.0	0.0	0.0	2	619	0
3786	0.0015935817122760742	0.003076923076923077	0.0	0.0	0.0	0.019230769230769232	0.0	2	891	0
3796	0.005550060446202879	0.006153846153846154	0.0	0.0	0.0	0.0	0.0	2	650	0
3803	0.005769864820309924	0.00923076923076923	0.0	0.0	0.02564102564102564	0.038461538461538464	0.0	2	540	0
3805	0.0013737773381690295	0.003076923076923077	0.0	0.0	0.0	0.0	0.0	2	686	0
3807	0.012858555885262116	0.027692307692307693	0.0	0.0	0.0	0.019230769230769232	0.0	2	471	0
3810	0.00511045169798879	0.021538461538461538	0.0	0.0	0.05128205128205128	0.019230769230769232	0.0	2	607	0
3834	0.0034619188921859545	0.003076923076923077	0.0	0.0	0.0	0.038461538461538464	0.0	2	702	0
3837	0.002967359050445104	0.003076923076923077	0.01818181818181818	0.0	0.0	0.0	0.0	2	653	0
3866	0.005330256072095835	0.003076923076923077	0.0	0.0	0.0	0.0	0.0	2	604	0
3871	0.0033520167051324322	0.021538461538461538	0.03636363636363636	0.0	0.05128205128205128	0.0	0.0	2	695	0
3874	0.0019232882734366414	0.003076923076923077	0.01818181818181818	0.0	0.0	0.0	0.0	2	846	0
3878	0.0015935817122760742	0.003076923076923077	0.0	0.0	0.0	0.0	0.0	2	900	0
3883	0.0010440707770084624	0.003076923076923077	0.0	0.0	0.0	0.0	0.0	2	901	0
3892	0.0034069677986591934	0.021538461538461538	0.03636363636363636	0.0	0.0	0.019230769230769232	0.0	2	674	0
3894	0.0010440707770084624	0.006153846153846154	0.01818181818181818	0.0	0.02564102564102564	0.0	0.0	2	864	0
3917	0.013737773381690296	0.03076923076923077	0.05454545454545454	0.0	0.0	0.057692307692307696	0.0	2	481	0
3921	0.0010440707770084624	0.003076923076923077	0.0	0.0	0.0	0.0	0.0	2	932	0
